"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"HIVD","HIVD","","","",0,*,"","","","null {[]} {[]}
","HIV.D Care-Treatment Logical Model","Logical Model for HIV.D Care-Treatment data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVD.hepatitisCTestRecommended","HIVD.hepatitisCTestRecommended","","","",1,1,"","","","string {[]} {[]}
","Hepatitis C test recommended","Hepatitis C test is recommended or should be considered","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE397
",,,,"HIVD.hepatitisCTestRecommended",1,1,"",""
"HIVD.syphilisTestRequired","HIVD.syphilisTestRequired","","","",1,1,"","","","string {[]} {[]}
","Syphilis test required","Syphilis test is required","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE398
",,,,"HIVD.syphilisTestRequired",1,1,"",""
"HIVD.monitoringExaminations","HIVD.monitoringExaminations","","","",1,1,"","","","string {[]} {[]}
","Monitoring examinations","Name of examinations, test and results for any relevant investigations carried out for client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE399
",,,,"HIVD.monitoringExaminations",1,1,"",""
"HIVD.haemoglobinHb","HIVD.haemoglobinHb","","","",1,1,"","","","string {[]} {[]}
","Haemoglobin (Hb)","Provider ordered a Haemoglobin (Hb) test, number in g/dL test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE400
",,,,"HIVD.haemoglobinHb",1,1,"",""
"HIVD.pregnancyTest","HIVD.pregnancyTest","","","",1,1,"","","","string {[]} {[]}
","Pregnancy test","Provider ordered a pregnancy test for client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE401
",,,,"HIVD.pregnancyTest",1,1,"",""
"HIVD.syphilisTest","HIVD.syphilisTest","","","",1,1,"","","","string {[]} {[]}
","Syphilis test","Provider ordered a syphilis test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE402
",,,,"HIVD.syphilisTest",1,1,"",""
"HIVD.chestXRayCxr","HIVD.chestXRayCxr","","","",1,1,"","","","string {[]} {[]}
","Chest X-ray (CXR)","Provider ordered a chest X-ray (CXR)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE403
",,,,"HIVD.chestXRayCxr",1,1,"",""
"HIVD.sputumOrCultureForTb","HIVD.sputumOrCultureForTb","","","",1,1,"","","","string {[]} {[]}
","Sputum or culture for TB","Provider ordered sputum or culture for TB","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE404
",,,,"HIVD.sputumOrCultureForTb",1,1,"",""
"HIVD.hbsagTestHbv","HIVD.hbsagTestHbv","","","",1,1,"","","","string {[]} {[]}
","HBsAg test (HBV)","Provider ordered an HBsAg test (HBV) test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE405
",,,,"HIVD.hbsagTestHbv",1,1,"",""
"HIVD.hivViralLoadTestOrdered","HIVD.hivViralLoadTestOrdered","","","",1,1,"","","","string {[]} {[]}
","HIV viral load test ordered","Provider ordered an HIV viral load test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE406
",,,,"HIVD.hivViralLoadTestOrdered",1,1,"",""
"HIVD.hivViralLoadTestScheduled","HIVD.hivViralLoadTestScheduled","","","",1,1,"","","","string {[]} {[]}
","HIV viral load test scheduled","Scheduled an HIV viral load test with client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE407
",,,,"HIVD.hivViralLoadTestScheduled",1,1,"",""
"HIVD.cd4CountOrdered","HIVD.cd4CountOrdered","","","",1,1,"","","","string {[]} {[]}
","CD4 count ordered","Provider ordered a CD4 cell count","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE408
",,,,"HIVD.cd4CountOrdered",1,1,"",""
"HIVD.cd4CountTestScheduled","HIVD.cd4CountTestScheduled","","","",1,1,"","","","string {[]} {[]}
","CD4 count test scheduled","Scheduled a CD4 test with client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE409
",,,,"HIVD.cd4CountTestScheduled",1,1,"",""
"HIVD.cryptococcalAntigenTest","HIVD.cryptococcalAntigenTest","","","",1,1,"","","","string {[]} {[]}
","Cryptococcal antigen test","Provider ordered a cryptococcal antigen test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE410
",,,,"HIVD.cryptococcalAntigenTest",1,1,"",""
"HIVD.histoplasmosisAntigenTest","HIVD.histoplasmosisAntigenTest","","","",1,1,"","","","string {[]} {[]}
","Histoplasmosis antigen test","Provider ordered a histoplasmosis antigen test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE411
",,,,"HIVD.histoplasmosisAntigenTest",1,1,"",""
"HIVD.cervicalCancerScreeningScheduled","HIVD.cervicalCancerScreeningScheduled","","","",1,1,"","","","string {[]} {[]}
","Cervical cancer screening scheduled","Scheduled cervical cancer screening with client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE412
",,,,"HIVD.cervicalCancerScreeningScheduled",1,1,"",""
"HIVD.dateOfScheduledMonitoringExamination","HIVD.dateOfScheduledMonitoringExamination","","","",1,1,"","","","string {[]} {[]}
","Date of scheduled monitoring examination","Date of scheduled monitoring examination","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE413
",,,,"HIVD.dateOfScheduledMonitoringExamination",1,1,"",""
"HIVD.hepatitisCTestOrdered","HIVD.hepatitisCTestOrdered","","","",1,1,"","","","string {[]} {[]}
","Hepatitis C test ordered","Hepatitis C test has been ordered","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE414
",,,,"HIVD.hepatitisCTestOrdered",1,1,"",""
"HIVD.syphilisTestOrdered","HIVD.syphilisTestOrdered","","","",1,1,"","","","string {[]} {[]}
","Syphilis test ordered","Syphilis test has been ordered","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE415
",,,,"HIVD.syphilisTestOrdered",1,1,"",""
"HIVD.receivedViralLoadTestResults","HIVD.receivedViralLoadTestResults","","","",1,1,"","","","string {[]} {[]}
","Received viral load test results","Client received results from viral load test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE416
",,,,"HIVD.receivedViralLoadTestResults",1,1,"",""
"HIVD.dateViralLoadTestResultsReceivedByClient2","HIVD.dateViralLoadTestResultsReceivedByClient2","","","",1,1,"","","","string {[]} {[]}
","Date viral load test results received by client","The date on which the client received results from a viral load test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE417
",,,,"HIVD.dateViralLoadTestResultsReceivedByClient2",1,1,"",""
"HIVD.reasonForArvDrugRegimenSubstitution","HIVD.reasonForArvDrugRegimenSubstitution","","","",1,1,"","","","string {[]} {[]}
","Reason for ARV drug regimen substitution","Reason why a substitution was made to the antiretroviral (ARV) drug regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE418
",,,,"HIVD.reasonForArvDrugRegimenSubstitution",1,1,"",""
"HIVD.subToxicitysideEffects","HIVD.subToxicitysideEffects","","","",1,1,"","","","string {[]} {[]}
","Toxicity/side effects","A substitution was made to the regimen because of toxicity/side effects","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE419
",,,,"HIVD.subToxicitysideEffects",1,1,"",""
"HIVD.drugDrugInteraction","HIVD.drugDrugInteraction","","","",1,1,"","","","string {[]} {[]}
","Drug-drug interaction","A substitution was made to the regimen because of a drug-drug interaction","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE420
",,,,"HIVD.drugDrugInteraction",1,1,"",""
"HIVD.pregnancy","HIVD.pregnancy","","","",1,1,"","","","string {[]} {[]}
","Pregnancy","A substitution was made to the regimen because of pregnancy","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE421
",,,,"HIVD.pregnancy",1,1,"",""
"HIVD.newTb","HIVD.newTb","","","",1,1,"","","","string {[]} {[]}
","New TB","A substitution was made to the regimen because of new tuberculosis (TB)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE422
",,,,"HIVD.newTb",1,1,"",""
"HIVD.newDrugAvailable","HIVD.newDrugAvailable","","","",1,1,"","","","string {[]} {[]}
","New drug available","A substitution was made to the regimen because a new drug was available","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE423
",,,,"HIVD.newDrugAvailable",1,1,"",""
"HIVD.drugOutOfStock","HIVD.drugOutOfStock","","","",1,1,"","","","string {[]} {[]}
","Drug out of stock","A substitution was made to the regimen because drug was out of stock","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE424
",,,,"HIVD.drugOutOfStock",1,1,"",""
"HIVD.otherReasonForRegimenSubstitution","HIVD.otherReasonForRegimenSubstitution","","","",1,1,"","","","string {[]} {[]}
","Other reason for regimen substitution","A substitution was made for another reason","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE425
",,,,"HIVD.otherReasonForRegimenSubstitution",1,1,"",""
"HIVD.otherReasonForRegimenSubstitutionSpecify","HIVD.otherReasonForRegimenSubstitutionSpecify","","","",1,1,"","","","string {[]} {[]}
","Other reason for regimen substitution (specify)","A substitution was made for another reason (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE426
",,,,"HIVD.otherReasonForRegimenSubstitutionSpecify",1,1,"",""
"HIVD.switchToSecondLineArtRegimenRecommended","HIVD.switchToSecondLineArtRegimenRecommended","","","",1,1,"","","","string {[]} {[]}
","Switch to second-line ART regimen recommended","A switch to second-line ART regimen is recommended","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE427
",,,,"HIVD.switchToSecondLineArtRegimenRecommended",1,1,"",""
"HIVD.switchToThirdLineArtRegimenRecommended","HIVD.switchToThirdLineArtRegimenRecommended","","","",1,1,"","","","string {[]} {[]}
","Switch to third-line ART regimen recommended","A switch to third-line ART regimen is recommended","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE428
",,,,"HIVD.switchToThirdLineArtRegimenRecommended",1,1,"",""
"HIVD.regimenSwitchMade","HIVD.regimenSwitchMade","","","",1,1,"","","","string {[]} {[]}
","Regimen switch made","Provider has made a regimen switch","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE429
",,,,"HIVD.regimenSwitchMade",1,1,"",""
"HIVD.reasonForRegimenSwitch","HIVD.reasonForRegimenSwitch","","","",1,1,"","","","string {[]} {[]}
","Reason for regimen switch","Reason why a switch to a second- or third-line regimen was made","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE430
",,,,"HIVD.reasonForRegimenSwitch",1,1,"",""
"HIVD.clinicalTreatmentFailure","HIVD.clinicalTreatmentFailure","","","",1,1,"","","","string {[]} {[]}
","Clinical treatment failure","A switch was made to the regimen because of clinical treatment failure","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE431
",,,,"HIVD.clinicalTreatmentFailure",1,1,"",""
"HIVD.swImmunologicalFailure","HIVD.swImmunologicalFailure","","","",1,1,"","","","string {[]} {[]}
","Immunological failure","A switch was made to the regimen because of immunological failure","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE432
",,,,"HIVD.swImmunologicalFailure",1,1,"",""
"HIVD.swVirologicalFailure","HIVD.swVirologicalFailure","","","",1,1,"","","","string {[]} {[]}
","Virological failure","A switch was made to the regimen because of virological failure","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE433
",,,,"HIVD.swVirologicalFailure",1,1,"",""
"HIVD.swOther","HIVD.swOther","","","",1,1,"","","","string {[]} {[]}
","Other","A switch was made to the regimen for another reason","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE434
",,,,"HIVD.swOther",1,1,"",""
"HIVD.swOtherSpecify","HIVD.swOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","A switch was made to the regimen for another reason (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE435
",,,,"HIVD.swOtherSpecify",1,1,"",""
"HIVD.regimenSubstitutionRecommended","HIVD.regimenSubstitutionRecommended","","","",1,1,"","","","string {[]} {[]}
","Regimen substitution recommended","A drug substitution is recommended","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE436
",,,,"HIVD.regimenSubstitutionRecommended",1,1,"",""
"HIVD.doseAdjustmentRecommended","HIVD.doseAdjustmentRecommended","","","",1,1,"","","","string {[]} {[]}
","Dose adjustment recommended","A dosage change is recommended","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE437
",,,,"HIVD.doseAdjustmentRecommended",1,1,"",""
"HIVD.regimenSubstitutionMade","HIVD.regimenSubstitutionMade","","","",1,1,"","","","string {[]} {[]}
","Regimen substitution made","Provider has made a regimen substitution","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE438
",,,,"HIVD.regimenSubstitutionMade",1,1,"",""
"HIVD.coTrimoxazoleProphylaxisStartDate","HIVD.coTrimoxazoleProphylaxisStartDate","","","",1,1,"","","","string {[]} {[]}
","Co-trimoxazole prophylaxis start date","Date co-trimoxazole prophylaxis prescribed to client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE439
",,,,"HIVD.coTrimoxazoleProphylaxisStartDate",1,1,"",""
"HIVD.coTrimoxazoleProphylaxisCompletionDate","HIVD.coTrimoxazoleProphylaxisCompletionDate","","","",1,1,"","","","string {[]} {[]}
","Co-trimoxazole prophylaxis completion date","Completion date of co-trimoxazole prophylaxis prescribed to client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE440
",,,,"HIVD.coTrimoxazoleProphylaxisCompletionDate",1,1,"",""
"HIVD.coTrimoxazoleProphylaxisDosage","HIVD.coTrimoxazoleProphylaxisDosage","","","",1,1,"","","","string {[]} {[]}
","Co-trimoxazole prophylaxis dosage","Dose of co-trimoxazole prophylaxis prescribed to client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE441
",,,,"HIVD.coTrimoxazoleProphylaxisDosage",1,1,"",""
"HIVD.coTrimoxazoleProphylaxisNumberOfDaysPrescribed","HIVD.coTrimoxazoleProphylaxisNumberOfDaysPrescribed","","","",1,1,"","","","string {[]} {[]}
","Co-trimoxazole prophylaxis number of days prescribed","Number of days of co-trimoxazole prophylaxis prescribed to client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE442
",,,,"HIVD.coTrimoxazoleProphylaxisNumberOfDaysPrescribed",1,1,"",""
"HIVD.suspicionOfTreatmentFailureOrInterruption","HIVD.suspicionOfTreatmentFailureOrInterruption","","","",1,1,"","","","string {[]} {[]}
","Suspicion of treatment failure or interruption","Client has been on ART, but has stopped taking it or a treatment failure is suspected","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE443
",,,,"HIVD.suspicionOfTreatmentFailureOrInterruption",1,1,"",""
"HIVD.artRegimenPrescribed","HIVD.artRegimenPrescribed","","","",1,1,"","","","string {[]} {[]}
","ART regimen prescribed","INCLUDE VALUE SETS OF REGIMENS","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE444
",,,,"HIVD.artRegimenPrescribed",1,1,"",""
"HIVD.antiretroviralToxicity","HIVD.antiretroviralToxicity","","","",1,1,"","","","string {[]} {[]}
","Antiretroviral toxicity","Client is experiencing antiretroviral drug (ARV) toxicity","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE445
",,,,"HIVD.antiretroviralToxicity",1,1,"",""
"HIVD.coinfectionStatusAtArtStart","HIVD.coinfectionStatusAtArtStart","","","",1,1,"","","","string {[]} {[]}
","Coinfection status at ART start","Clients status of coinfections at the time when ART was initiated","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE446
",,,,"HIVD.coinfectionStatusAtArtStart",1,1,"",""
"HIVD.hepatitisB","HIVD.hepatitisB","","","",1,1,"","","","string {[]} {[]}
","Hepatitis B","Client was hepatitis B positive at the start of ART","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE447
",,,,"HIVD.hepatitisB",1,1,"",""
"HIVD.hepatitisC","HIVD.hepatitisC","","","",1,1,"","","","string {[]} {[]}
","Hepatitis C","Client was hepatitis C positive at the start of ART","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE448
",,,,"HIVD.hepatitisC",1,1,"",""
"HIVD.pregnantAndBreastfeedingStatusAtArtStart","HIVD.pregnantAndBreastfeedingStatusAtArtStart","","","",1,1,"","","","string {[]} {[]}
","Pregnant and breastfeeding status at ART start","ART status of women to prevent mother-to-child transmission","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE449
",,,,"HIVD.pregnantAndBreastfeedingStatusAtArtStart",1,1,"",""
"HIVD.pregnantAtArtStart","HIVD.pregnantAtArtStart","","","",1,1,"","","","string {[]} {[]}
","Pregnant at ART start","Client was pregnant when ART was initiated","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE450
",,,,"HIVD.pregnantAtArtStart",1,1,"",""
"HIVD.postpartumAtArtStart","HIVD.postpartumAtArtStart","","","",1,1,"","","","string {[]} {[]}
","Postpartum at ART start","Client was postpartum when ART was initiated","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE451
",,,,"HIVD.postpartumAtArtStart",1,1,"",""
"HIVD.artStartAtLabourAndDelivery","HIVD.artStartAtLabourAndDelivery","","","",1,1,"","","","string {[]} {[]}
","ART start at labour and delivery","Client initiated ART at labour and delivery","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE452
",,,,"HIVD.artStartAtLabourAndDelivery",1,1,"",""
"HIVD.breastfeedingAtArtStart","HIVD.breastfeedingAtArtStart","","","",1,1,"","","","string {[]} {[]}
","Breastfeeding at ART start","Client was breastfeeding when ART was initiated","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE453
",,,,"HIVD.breastfeedingAtArtStart",1,1,"",""
"HIVD.deliveryDateOfInfant","HIVD.deliveryDateOfInfant","","","",1,1,"","","","string {[]} {[]}
","Delivery date of infant","Date of delivery/birth of infant if breastfeeding at ART start","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE454
",,,,"HIVD.deliveryDateOfInfant",1,1,"",""
"HIVD.serodiscordantPartnerAtArtStart","HIVD.serodiscordantPartnerAtArtStart","","","",1,1,"","","","string {[]} {[]}
","Serodiscordant partner at ART start","Client living with HIV was in an ongoing sexual relationship with an HIV-negative partner when ART was started","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE455
",,,,"HIVD.serodiscordantPartnerAtArtStart",1,1,"",""
"HIVD.regimenStartDate","HIVD.regimenStartDate","","","",1,1,"","","","string {[]} {[]}
","Regimen start date","The date on which the client started taking the current ART regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE456
",,,,"HIVD.regimenStartDate",1,1,"",""
"HIVD.medicationsPrescribed","HIVD.medicationsPrescribed","","","",1,1,"","","","string {[]} {[]}
","Medications prescribed","Name or regimen code of all other medications prescribed during the visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE457
",,,,"HIVD.medicationsPrescribed",1,1,"",""
"HIVD.dateMedicationsPrescribed","HIVD.dateMedicationsPrescribed","","","",1,1,"","","","string {[]} {[]}
","Date medications prescribed","Date the medications were prescribed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE458
",,,,"HIVD.dateMedicationsPrescribed",1,1,"",""
"HIVD.doseOfMedicationsPrescribed","HIVD.doseOfMedicationsPrescribed","","","",1,1,"","","","string {[]} {[]}
","Dose of medications prescribed","Number of doses (quantity taken at a single point in time) of drugs prescribed/dispensed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE459
",,,,"HIVD.doseOfMedicationsPrescribed",1,1,"",""
"HIVD.numberOfDaysMedicationsPrescribed","HIVD.numberOfDaysMedicationsPrescribed","","","",1,1,"","","","string {[]} {[]}
","Number of days medications prescribed","Number of days supply of each medication or regimen prescribed during the visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE460
",,,,"HIVD.numberOfDaysMedicationsPrescribed",1,1,"",""
"HIVD.medicationsDispensed","HIVD.medicationsDispensed","","","",1,1,"","","","string {[]} {[]}
","Medications dispensed","Any other medications that were dispensed to client, including preventive treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE461
",,,,"HIVD.medicationsDispensed",1,1,"",""
"HIVD.numberOfDaysOfMedicationsDispensed","HIVD.numberOfDaysOfMedicationsDispensed","","","",1,1,"","","","string {[]} {[]}
","Number of days of medications dispensed","Number of days supply of each medication or regimen dispensed during the visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE462
",,,,"HIVD.numberOfDaysOfMedicationsDispensed",1,1,"",""
"HIVD.dosage","HIVD.dosage","","","",1,1,"","","","string {[]} {[]}
","Dosage","Prescribed dosage of the medication","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE463
",,,,"HIVD.dosage",1,1,"",""
"HIVD.frequency","HIVD.frequency","","","",1,1,"","","","string {[]} {[]}
","Frequency","Prescribed frequency for taking the medication","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE464
",,,,"HIVD.frequency",1,1,"",""
"HIVD.adherenceCounsellingProvided","HIVD.adherenceCounsellingProvided","","","",1,1,"","","","string {[]} {[]}
","Adherence counselling provided","Counselling was carried out during visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE465
",,,,"HIVD.adherenceCounsellingProvided",1,1,"",""
"HIVD.typeOfTreatmentLimitingToxicity","HIVD.typeOfTreatmentLimitingToxicity","","","",1,1,"","","","string {[]} {[]}
","Type of treatment-limiting toxicity","Type of treatment-limiting toxicity experienced by client. Treatment-limiting toxicity is defined as a serious adverse drug reaction that results in drug discontinuation or substitution. In addition, any reaction that leads to treatment interruption or requires changing the drug or regimen because of an adverse drug reaction is also considered a serious adverse drug reaction.","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE466
",,,,"HIVD.typeOfTreatmentLimitingToxicity",1,1,"",""
"HIVD.gastrointestinal","HIVD.gastrointestinal","","","",1,1,"","","","string {[]} {[]}
","Gastrointestinal","Treatment-limiting toxicity due to GI issues (nausea, diarrhoea, abdominal pain, vomiting)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE467
",,,,"HIVD.gastrointestinal",1,1,"",""
"HIVD.skinIssues","HIVD.skinIssues","","","",1,1,"","","","string {[]} {[]}
","Skin issues","Treatment-limiting toxicity due to skin issues (rash, hypersensitivity reaction)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE468
",,,,"HIVD.skinIssues",1,1,"",""
"HIVD.peripheralNeuropathy","HIVD.peripheralNeuropathy","","","",1,1,"","","","string {[]} {[]}
","Peripheral neuropathy","Treatment-limiting toxicity due to peripheral neuropathy (burning/numbness/ tingling)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE469
",,,,"HIVD.peripheralNeuropathy",1,1,"",""
"HIVD.centralNervousSystemSymptoms","HIVD.centralNervousSystemSymptoms","","","",1,1,"","","","string {[]} {[]}
","Central nervous system symptoms","Treatment-limiting toxicity due to central nervous system symptoms (dizzy, anxiety, nightmare, depression, seizures)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE470
",,,,"HIVD.centralNervousSystemSymptoms",1,1,"",""
"HIVD.weightGain","HIVD.weightGain","","","",1,1,"","","","string {[]} {[]}
","Weight gain","Treatment-limiting toxicity due to weight gain","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE471
",,,,"HIVD.weightGain",1,1,"",""
"HIVD.hepaticDysfunction","HIVD.hepaticDysfunction","","","",1,1,"","","","string {[]} {[]}
","Hepatic dysfunction","Treatment-limiting toxicity due to hepatic dysfunction (jaundice)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE472
",,,,"HIVD.hepaticDysfunction",1,1,"",""
"HIVD.haematologicalDisorders","HIVD.haematologicalDisorders","","","",1,1,"","","","string {[]} {[]}
","Haematological disorders","Treatment-limiting toxicity due to haematological (anaemia, neutropenia) disorders","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE473
",,,,"HIVD.haematologicalDisorders",1,1,"",""
"HIVD.fatigue","HIVD.fatigue","","","",1,1,"","","","string {[]} {[]}
","Fatigue","Treatment-limiting toxicity due to fatigue","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE474
",,,,"HIVD.fatigue",1,1,"",""
"HIVD.tltHeadache","HIVD.tltHeadache","","","",1,1,"","","","string {[]} {[]}
","Headache","Treatment-limiting toxicity due to headache","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE475
",,,,"HIVD.tltHeadache",1,1,"",""
"HIVD.boneDysfunction","HIVD.boneDysfunction","","","",1,1,"","","","string {[]} {[]}
","Bone dysfunction","Treatment-limiting toxicity due to bone dysfunction (fractures, osteopenia)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE476
",,,,"HIVD.boneDysfunction",1,1,"",""
