"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVA","HIVA","HIVA","","","",0,*,"","","","null {[]} {[]}
","HIV.A Registration Logical Model","Logical Model for HIV.A Registration data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVD","HIVD.intended","HIVD.intended","","","",1,1,"","","","string {[]} {[]}
","Intended","The medication may be taken at some time in the future","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE597
",,,,"HIVD.intended",1,1,"",""
"HIVD","HIVD.stopped","HIVD.stopped","","","",1,1,"","","","string {[]} {[]}
","Stopped","Actions implied by the statement have been permanently halted, before all of them occurred. This should not be used if the statement was entered in error.","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE598
",,,,"HIVD.stopped",1,1,"",""
"HIVD","HIVD.onHold","HIVD.onHold","","","",1,1,"","","","string {[]} {[]}
","On hold","The client has temporarily stopped taking the medication, but is expected to continue again later. May also be called ""suspended"".","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE599
",,,,"HIVD.onHold",1,1,"",""
"HIVD","HIVD.unknown","HIVD.unknown","","","",1,1,"","","","string {[]} {[]}
","Unknown","The state of the medication use is not currently known","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE600
",,,,"HIVD.unknown",1,1,"",""
"HIVD","HIVD.didNotTake","HIVD.didNotTake","","","",1,1,"","","","string {[]} {[]}
","Did not take","The client did not take the medication","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE601
",,,,"HIVD.didNotTake",1,1,"",""
"HIVD","HIVD.hepatitisBNegativeCounsellingConducted","HIVD.hepatitisBNegativeCounsellingConducted","","","",1,1,"","","","string {[]} {[]}
","Hepatitis B negative counselling conducted","Hepatitis B negative counselling conducted","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE602
",,,,"HIVD.hepatitisBNegativeCounsellingConducted",1,1,"",""
"HIVD","HIVD.vaccineBrand","HIVD.vaccineBrand","","","",1,1,"","","","string {[]} {[]}
","Vaccine brand","The brand or trade name used to refer to the vaccine received","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE603
",,,,"HIVD.vaccineBrand",1,1,"",""
"HIVD","HIVD.vaccineType","HIVD.vaccineType","","","",1,1,"","","","string {[]} {[]}
","Vaccine type","Type of vaccine received (such as IPV, OPV)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE604
",,,,"HIVD.vaccineType",1,1,"",""
"HIVD","HIVD.dateAndTimeOfVaccination","HIVD.dateAndTimeOfVaccination","","","",1,1,"","","","string {[]} {[]}
","Date and time of vaccination","Represents the visit/encounter date, which is the date and time when the vaccine was administered to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE605
",,,,"HIVD.dateAndTimeOfVaccination",1,1,"",""
"HIVD","HIVD.vaccinationLocation","HIVD.vaccinationLocation","","","",1,1,"","","","string {[]} {[]}
","Vaccination location","The service delivery location where the vaccine adminstration occurred","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE606
",,,,"HIVD.vaccinationLocation",1,1,"",""
"HIVD","HIVD.doseNumber","HIVD.doseNumber","","","",1,1,"","","","string {[]} {[]}
","Dose number","Vaccine dose number within series","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE607
",,,,"HIVD.doseNumber",1,1,"",""
"HIVD","HIVD.doseQuantity","HIVD.doseQuantity","","","",1,1,"","","","string {[]} {[]}
","Dose quantity","The quantity of vaccine product that was administered","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE608
",,,,"HIVD.doseQuantity",1,1,"",""
"HIVD","HIVD.totalDosesInSeries","HIVD.totalDosesInSeries","","","",1,1,"","","","string {[]} {[]}
","Total doses in series","The recommended number of vaccine doses for immunity according to national protocol","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE609
",,,,"HIVD.totalDosesInSeries",1,1,"",""
"HIVD","HIVD.diseaseTargeted","HIVD.diseaseTargeted","","","",1,1,"","","","string {[]} {[]}
","Disease targeted","Vaccine preventable disease being targeted by vaccine administered","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE610
",,,,"HIVD.diseaseTargeted",1,1,"",""
"HIVD","HIVD.hepatitisA","HIVD.hepatitisA","","","",1,1,"","","","string {[]} {[]}
","Hepatitis A","The client is receiving vaccination to prevent against hepatitis A","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE611
",,,,"HIVD.hepatitisA",1,1,"",""
"HIVD","HIVD.vacHepatitisB","HIVD.vacHepatitisB","","","",1,1,"","","","string {[]} {[]}
","Hepatitis B","The client is receiving vaccination to prevent against hepatitis B","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE612
",,,,"HIVD.vacHepatitisB",1,1,"",""
"HIVD","HIVD.tetanus","HIVD.tetanus","","","",1,1,"","","","string {[]} {[]}
","Tetanus","The client is receiving vaccination to prevent against tetanus","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE613
",,,,"HIVD.tetanus",1,1,"",""
"HIVD","HIVD.covid19","HIVD.covid19","","","",1,1,"","","","string {[]} {[]}
","COVID-19","The client is receiving vaccination to prevent against COVID-19 due to SARS-CoV-2","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE614
",,,,"HIVD.covid19",1,1,"",""
"HIVD","HIVD.influenzaDueToInfluenzaBVirus","HIVD.influenzaDueToInfluenzaBVirus","","","",1,1,"","","","string {[]} {[]}
","Influenza due to influenza B virus","The client is receiving vaccination to prevent against influenza due to influenza B virus","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE615
",,,,"HIVD.influenzaDueToInfluenzaBVirus",1,1,"",""
"HIVD","HIVD.tuberculosis","HIVD.tuberculosis","","","",1,1,"","","","string {[]} {[]}
","Tuberculosis","The client is receiving vaccination to prevent against tuberculosis (e.g. BCG vaccine)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE616
",,,,"HIVD.tuberculosis",1,1,"",""
"HIVD","HIVD.acutePoliomyelitis","HIVD.acutePoliomyelitis","","","",1,1,"","","","string {[]} {[]}
","Acute poliomyelitis","The client is receiving vaccination to prevent against acute poliomyelitis (polio)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE617
",,,,"HIVD.acutePoliomyelitis",1,1,"",""
"HIVD","HIVD.measles","HIVD.measles","","","",1,1,"","","","string {[]} {[]}
","Measles","The client is receiving vaccination to prevent against measles","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE618
",,,,"HIVD.measles",1,1,"",""
"HIVD","HIVD.diptheria","HIVD.diptheria","","","",1,1,"","","","string {[]} {[]}
","Diptheria","The client is receiving vaccination to prevent against diptheria","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE619
",,,,"HIVD.diptheria",1,1,"",""
"HIVD","HIVD.rabies","HIVD.rabies","","","",1,1,"","","","string {[]} {[]}
","Rabies","The client is receiving vaccination to prevent against rabies","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE620
",,,,"HIVD.rabies",1,1,"",""
"HIVD","HIVD.cholera","HIVD.cholera","","","",1,1,"","","","string {[]} {[]}
","Cholera","The client is receiving vaccination to prevent against cholera","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE621
",,,,"HIVD.cholera",1,1,"",""
"HIVD","HIVD.mumps","HIVD.mumps","","","",1,1,"","","","string {[]} {[]}
","Mumps","The client is receiving vaccination to prevent against mumps","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE622
",,,,"HIVD.mumps",1,1,"",""
"HIVD","HIVD.hpvInfection","HIVD.hpvInfection","","","",1,1,"","","","string {[]} {[]}
","HPV infection","The client is receiving vaccination to prevent against human papilloma virus (HPV) infection","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE623
",,,,"HIVD.hpvInfection",1,1,"",""
"HIVD","HIVD.haemophilusInfluenzaeTypeB","HIVD.haemophilusInfluenzaeTypeB","","","",1,1,"","","","string {[]} {[]}
","Haemophilus influenzae type B","The client is receiving vaccination to prevent against Haemophilus influenzae type B (Hib)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE624
",,,,"HIVD.haemophilusInfluenzaeTypeB",1,1,"",""
"HIVD","HIVD.varicella","HIVD.varicella","","","",1,1,"","","","string {[]} {[]}
","Varicella","The client is receiving vaccination to prevent against varicella","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE625
",,,,"HIVD.varicella",1,1,"",""
"HIVD","HIVD.dengue","HIVD.dengue","","","",1,1,"","","","string {[]} {[]}
","Dengue","The client is receiving vaccination to prevent against dengue","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE626
",,,,"HIVD.dengue",1,1,"",""
"HIVD","HIVD.yellowFever","HIVD.yellowFever","","","",1,1,"","","","string {[]} {[]}
","Yellow fever","The client is receiving vaccination to prevent against yellow fever","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE627
",,,,"HIVD.yellowFever",1,1,"",""
"HIVD","HIVD.japaneseEncephalitis","HIVD.japaneseEncephalitis","","","",1,1,"","","","string {[]} {[]}
","Japanese Encephalitis","The client is receiving vaccination to prevent against Japanese encephalitis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE628
",,,,"HIVD.japaneseEncephalitis",1,1,"",""
"HIVD","HIVD.rubella","HIVD.rubella","","","",1,1,"","","","string {[]} {[]}
","Rubella","The client is receiving vaccination to prevent against rubella","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE629
",,,,"HIVD.rubella",1,1,"",""
"HIVD","HIVD.pertussis","HIVD.pertussis","","","",1,1,"","","","string {[]} {[]}
","Pertussis","The client is receiving vaccination to prevent against pertussis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE630
",,,,"HIVD.pertussis",1,1,"",""
"HIVD","HIVD.enteritisDueToRotavirus","HIVD.enteritisDueToRotavirus","","","",1,1,"","","","string {[]} {[]}
","Enteritis due to rotavirus","The client is receiving vaccination to prevent against enteritis due to rotavirus","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE631
",,,,"HIVD.enteritisDueToRotavirus",1,1,"",""
"HIVD","HIVD.pneumococcalDisease","HIVD.pneumococcalDisease","","","",1,1,"","","","string {[]} {[]}
","Pneumococcal disease","The client is receiving vaccination to prevent against pneumococcal disease","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE632
",,,,"HIVD.pneumococcalDisease",1,1,"",""
"HIVD","HIVD.meningococcalDisease","HIVD.meningococcalDisease","","","",1,1,"","","","string {[]} {[]}
","Meningococcal disease","The client is receiving vaccination to prevent against meningococcal disease","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE633
",,,,"HIVD.meningococcalDisease",1,1,"",""
"HIVD","HIVD.tickBorneEncephalitis","HIVD.tickBorneEncephalitis","","","",1,1,"","","","string {[]} {[]}
","Tick-borne encephalitis","The client is receiving vaccination to prevent against tick-borne encephalitis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE634
",,,,"HIVD.tickBorneEncephalitis",1,1,"",""
"HIVD","HIVD.typhoid","HIVD.typhoid","","","",1,1,"","","","string {[]} {[]}
","Typhoid","The client is receiving vaccination to prevent against typhoid","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE635
",,,,"HIVD.typhoid",1,1,"",""
"HIVD","HIVD.reasonImmunizationWasNotProvided","HIVD.reasonImmunizationWasNotProvided","","","",1,1,"","","","string {[]} {[]}
","Reason immunization was not provided","Reason the vaccine dose was not given","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE636
",,,,"HIVD.reasonImmunizationWasNotProvided",1,1,"",""
"HIVD","HIVD.inpStockOut","HIVD.inpStockOut","","","",1,1,"","","","string {[]} {[]}
","Stock-out","Stock-out of vaccine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE637
",,,,"HIVD.inpStockOut",1,1,"",""
"HIVD","HIVD.clientIsIll","HIVD.clientIsIll","","","",1,1,"","","","string {[]} {[]}
","Client is ill","Client is ill","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE638
",,,,"HIVD.clientIsIll",1,1,"",""
"HIVD","HIVD.clientRefused","HIVD.clientRefused","","","",1,1,"","","","string {[]} {[]}
","Client refused","Client refused vaccine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE639
",,,,"HIVD.clientRefused",1,1,"",""
"HIVD","HIVD.allergyToVaccine","HIVD.allergyToVaccine","","","",1,1,"","","","string {[]} {[]}
","Allergy to vaccine","Client has an allergy to the vaccine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE640
",,,,"HIVD.allergyToVaccine",1,1,"",""
"HIVD","HIVD.otherReasonImmunizationNotProvided","HIVD.otherReasonImmunizationNotProvided","","","",1,1,"","","","string {[]} {[]}
","Other reason immunization not provided","Other reason why the immunization was not provided","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE641
",,,,"HIVD.otherReasonImmunizationNotProvided",1,1,"",""
"HIVD","HIVD.otherReasonImmunizationNotProvidedSpecify","HIVD.otherReasonImmunizationNotProvidedSpecify","","","",1,1,"","","","string {[]} {[]}
","Other reason immunization not provided (specify)","Other reason why the immunization was not provided (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE642
",,,,"HIVD.otherReasonImmunizationNotProvidedSpecify",1,1,"",""
"HIVD","HIVD.malariaProphylaxis","HIVD.malariaProphylaxis","","","",1,1,"","","","string {[]} {[]}
","Malaria prophylaxis","Whether malaria prophylaxis was given","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE643
",,,,"HIVD.malariaProphylaxis",1,1,"",""
"HIVD","HIVD.iptpSpDoseNumberProvided","HIVD.iptpSpDoseNumberProvided","","","",1,1,"","","","string {[]} {[]}
","IPTp-SP dose number provided","IPTp-SP dose number that was provided","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE644
",,,,"HIVD.iptpSpDoseNumberProvided",1,1,"",""
"HIVD","HIVD.dateIptpSpDoseProvided","HIVD.dateIptpSpDoseProvided","","","",1,1,"","","","string {[]} {[]}
","Date IPTp-SP dose provided","Date on which the IPTp-SP dose was provided","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE645
",,,,"HIVD.dateIptpSpDoseProvided",1,1,"",""
"HIVD","HIVD.reasonMalariaProphylaxisNotProvided","HIVD.reasonMalariaProphylaxisNotProvided","","","",1,1,"","","","string {[]} {[]}
","Reason malaria prophylaxis not provided","Reason why the treatment was not given","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE646
",,,,"HIVD.reasonMalariaProphylaxisNotProvided",1,1,"",""
"HIVD","HIVD.clientWasReferred","HIVD.clientWasReferred","","","",1,1,"","","","string {[]} {[]}
","Client was referred","Client was referred to another provider/facility","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE647
",,,,"HIVD.clientWasReferred",1,1,"",""
"HIVD","HIVD.malStockOut","HIVD.malStockOut","","","",1,1,"","","","string {[]} {[]}
","Stock out","There was a stock out of malaria prophylaxis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE648
",,,,"HIVD.malStockOut",1,1,"",""
"HIVD","HIVD.expired","HIVD.expired","","","",1,1,"","","","string {[]} {[]}
","Expired","Malaria prophylaxis in stock was expired","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE649
",,,,"HIVD.expired",1,1,"",""
"HIVD","HIVD.otherReasonNotProvided","HIVD.otherReasonNotProvided","","","",1,1,"","","","string {[]} {[]}
","Other reason not provided","Other reason why the prophylaxis was not provided","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE650
",,,,"HIVD.otherReasonNotProvided",1,1,"",""
"HIVD","HIVD.otherReasonNotProvidedSpecify","HIVD.otherReasonNotProvidedSpecify","","","",1,1,"","","","string {[]} {[]}
","Other reason not provided (specify)","Other reason why the prophylaxis was not provided","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE651
",,,,"HIVD.otherReasonNotProvidedSpecify",1,1,"",""
"HIVD","HIVD.lt28DaysSinceLastMissedAppointment","HIVD.lt28DaysSinceLastMissedAppointment","","","",1,1,"","","","string {[]} {[]}
",">28 days since last missed appointment","More than 28 days have passed since clients last missed appointment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE652
",,,,"HIVD.lt28DaysSinceLastMissedAppointment",1,1,"",""
"HIVD","HIVD.aidsRelatedDeath","HIVD.aidsRelatedDeath","","","",1,1,"","","","string {[]} {[]}
","AIDS-related death","Death of client was AIDS-related","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE653
",,,,"HIVD.aidsRelatedDeath",1,1,"",""
"HIVD","HIVD.dateOfFirstAidsDiagnosis","HIVD.dateOfFirstAidsDiagnosis","","","",1,1,"","","","string {[]} {[]}
","Date of first AIDS diagnosis","Date of clients first AIDS diagnosis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE654
",,,,"HIVD.dateOfFirstAidsDiagnosis",1,1,"",""
"HIVD","HIVD.ageAtFinalHpvVaccinationDoseReceived","HIVD.ageAtFinalHpvVaccinationDoseReceived","","","",1,1,"","","","string {[]} {[]}
","Age at final HPV vaccination dose received","Clients age at date received final HPV vaccination dose","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE655
",,,,"HIVD.ageAtFinalHpvVaccinationDoseReceived",1,1,"",""
"HIVD","HIVD.dateOfCervicalCancerScreeningTest","HIVD.dateOfCervicalCancerScreeningTest","","","",1,1,"","","","string {[]} {[]}
","Date of cervical cancer screening test","Date of cervical cancer screening test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE656
",,,,"HIVD.dateOfCervicalCancerScreeningTest",1,1,"",""
"HIVD","HIVD.lifetimeScreeningTestNumber","HIVD.lifetimeScreeningTestNumber","","","",1,1,"","","","string {[]} {[]}
","Lifetime screening test number","Clients lifetime number of screenings for cervical cancer","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE657
",,,,"HIVD.lifetimeScreeningTestNumber",1,1,"",""
"HIVD","HIVD.cervicalCancerPrimaryScreeningTestType","HIVD.cervicalCancerPrimaryScreeningTestType","","","",1,1,"","","","string {[]} {[]}
","Cervical cancer primary screening test type","Type of cervical cancer screening test used in primary screening","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE658
",,,,"HIVD.cervicalCancerPrimaryScreeningTestType",1,1,"",""
"HIVD","HIVD.hpvDna","HIVD.hpvDna","","","",1,1,"","","","string {[]} {[]}
","HPV-DNA","Screened for cervical cancer using HPV-DNA test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE659
",,,,"HIVD.hpvDna",1,1,"",""
"HIVD","HIVD.via","HIVD.via","","","",1,1,"","","","string {[]} {[]}
","VIA","Screened for cervical cancer using visual inspection with acetic acid (VIA)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE660
",,,,"HIVD.via",1,1,"",""
"HIVD","HIVD.cervicalCytology","HIVD.cervicalCytology","","","",1,1,"","","","string {[]} {[]}
","Cervical cytology","Screened for cervical cancer using cervical cytology","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE661
",,,,"HIVD.cervicalCytology",1,1,"",""
"HIVD","HIVD.ccsOther","HIVD.ccsOther","","","",1,1,"","","","string {[]} {[]}
","Other","Screened for cervical cancer using other method","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE662
",,,,"HIVD.ccsOther",1,1,"",""
"HIVD","HIVD.ccsOtherSpecify","HIVD.ccsOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Screened for cervical cancer using other method (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE663
",,,,"HIVD.ccsOtherSpecify",1,1,"",""
"HIVD","HIVD.hpvDnaCervicalCancerScreeningTestResult","HIVD.hpvDnaCervicalCancerScreeningTestResult","","","",1,1,"","","","string {[]} {[]}
","HPV-DNA cervical cancer screening test result","HPV-DNA cervical cancer screening test result","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE664
",,,,"HIVD.hpvDnaCervicalCancerScreeningTestResult",1,1,"",""
"HIVD","HIVD.hpvdnaNegative","HIVD.hpvdnaNegative","","","",1,1,"","","","string {[]} {[]}
","Negative","HPV-DNA screening test was negative","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE665
",,,,"HIVD.hpvdnaNegative",1,1,"",""
"HIVD","HIVD.hpvdnaPositive","HIVD.hpvdnaPositive","","","",1,1,"","","","string {[]} {[]}
","Positive","HPV-DNA screening test was positive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE666
",,,,"HIVD.hpvdnaPositive",1,1,"",""
"HIVD","HIVD.hpvdnaInvalid","HIVD.hpvdnaInvalid","","","",1,1,"","","","string {[]} {[]}
","Invalid","HPV-DNA screening test was invalid","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE667
",,,,"HIVD.hpvdnaInvalid",1,1,"",""
"HIVD","HIVD.viaCervicalCancerScreeningTestResult","HIVD.viaCervicalCancerScreeningTestResult","","","",1,1,"","","","string {[]} {[]}
","VIA cervical cancer screening test result","Screening test result for VIA","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE668
",,,,"HIVD.viaCervicalCancerScreeningTestResult",1,1,"",""
"HIVD","HIVD.viaNegative","HIVD.viaNegative","","","",1,1,"","","","string {[]} {[]}
","Negative","Screening result is negative","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE669
",,,,"HIVD.viaNegative",1,1,"",""
"HIVD","HIVD.viaPositive","HIVD.viaPositive","","","",1,1,"","","","string {[]} {[]}
","Positive","Screening result is positive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE670
",,,,"HIVD.viaPositive",1,1,"",""
"HIVD","HIVD.suspectedCancer","HIVD.suspectedCancer","","","",1,1,"","","","string {[]} {[]}
","Suspected cancer","Screening result is suspected cancer","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE671
",,,,"HIVD.suspectedCancer",1,1,"",""
"HIVD","HIVD.viaInvalid","HIVD.viaInvalid","","","",1,1,"","","","string {[]} {[]}
","Invalid","Screening result is invalid","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE672
",,,,"HIVD.viaInvalid",1,1,"",""
"HIVD","HIVD.cervicalCytologyScreeningTestResult","HIVD.cervicalCytologyScreeningTestResult","","","",1,1,"","","","string {[]} {[]}
","Cervical cytology screening test result","Screening result for cervical cytology","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE673
",,,,"HIVD.cervicalCytologyScreeningTestResult",1,1,"",""
"HIVD","HIVD.nilm","HIVD.nilm","","","",1,1,"","","","string {[]} {[]}
","NILM","Negative for Intraepithelial Lesion Malignancy (NILM)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE674
",,,,"HIVD.nilm",1,1,"",""
"HIVD","HIVD.ascus","HIVD.ascus","","","",1,1,"","","","string {[]} {[]}
","ASCUS","Atypical squamous cells of undetermined significance (ASCUS)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE675
",,,,"HIVD.ascus",1,1,"",""
"HIVD","HIVD.lsil","HIVD.lsil","","","",1,1,"","","","string {[]} {[]}
","LSIL","Low grade squamous intraepithelial lesion (LSIL)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE676
",,,,"HIVD.lsil",1,1,"",""
"HIVD","HIVD.hsil","HIVD.hsil","","","",1,1,"","","","string {[]} {[]}
","HSIL","High grade squamous intraepithelial lesion (HSIL)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE677
",,,,"HIVD.hsil",1,1,"",""
"HIVD","HIVD.cancer","HIVD.cancer","","","",1,1,"","","","string {[]} {[]}
","Cancer","Result was positive for cancer","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE678
",,,,"HIVD.cancer",1,1,"",""
"HIVD","HIVD.invalidinadequate","HIVD.invalidinadequate","","","",1,1,"","","","string {[]} {[]}
","Invalid/inadequate","Screening result was invalid or inadequate","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE679
",,,,"HIVD.invalidinadequate",1,1,"",""
"HIVD","HIVD.cervicalCancerTriageTestDate","HIVD.cervicalCancerTriageTestDate","","","",1,1,"","","","string {[]} {[]}
","Cervical cancer triage test date","Date of triage test for cervical cancer","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE680
",,,,"HIVD.cervicalCancerTriageTestDate",1,1,"",""
"HIVD","HIVD.cervicalCancerTriageTestType","HIVD.cervicalCancerTriageTestType","","","",1,1,"","","","string {[]} {[]}
","Cervical cancer triage test type","Type of triage test for cervical cancer","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE681
",,,,"HIVD.cervicalCancerTriageTestType",1,1,"",""
